"","X.1","X","Y","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","cluster","hclust","Cluster_final"
"16592",16592,3.75733835316446,-10.3412948464106,5561400470,"4/7/2015",585000,4,3.25,3410,34939,2,0,0,4,9,2470,940,1992,0,98027,47.459,-122.003,2450,39045,3,5,"low"
"16593",16593,-4.88095374729082,26.871609755703,8827901350,"4/7/2015",685000,3,1.75,2720,4720,1.5,0,0,4,7,1580,1140,1925,0,98105,47.6691,-122.29,1660,4640,1,1,"low"
"16594",16594,-4.35632599406823,6.86632991438797,6190700284,"6/20/2014",420000,5,2.75,2280,10319,1,0,0,3,8,1300,980,1959,0,98177,47.7566,-122.363,2370,8056,1,6,"med"
"16595",16595,6.30001079639665,17.3764257376802,3644100073,"11/22/2014",245000,2,1,670,1675,1,0,0,5,6,670,0,1960,0,98144,47.5918,-122.295,1220,1740,1,1,"low"
"16596",16596,14.6430222694196,5.08630758091432,3223059173,"11/4/2014",275000,4,2,1480,15000,1,0,0,4,7,1480,0,1957,0,98055,47.4312,-122.196,1450,8768,2,9,"low"
"16597",16597,18.9105903304526,-2.63154930738889,109210460,"10/29/2014",270000,3,2,2330,8000,1,0,0,3,7,1390,940,1986,0,98023,47.2958,-122.368,1570,7227,2,9,"low"
"16598",16598,-17.2280446599176,-12.082329807302,9106000050,"10/21/2014",767250,4,3,2170,2500,2,0,0,3,8,1710,460,1997,0,98115,47.6742,-122.303,2170,4080,3,7,"med"
"16599",16599,-6.82182219587992,7.53637243924497,4337600280,"9/4/2014",229000,3,2,1760,9900,1,0,0,4,7,1760,0,1943,0,98166,47.4783,-122.338,1190,9900,1,6,"med"
"16600",16600,-25.6924389479056,10.0717539696552,3438501100,"4/27/2015",4e+05,3,1,1240,4000,1.5,0,0,3,8,1240,0,1928,2000,98106,47.5467,-122.359,1200,17707,1,2,"top"
"16601",16601,-17.1993767303047,18.0141153961543,7935000280,"8/12/2014",2200000,5,3.25,5210,35765,2.5,0,4,5,10,4940,270,1911,0,98136,47.5463,-122.397,2590,10250,1,6,"med"
"16602",16602,4.29394921993528,-2.57913984147647,7419700010,"7/7/2014",665000,5,2,2800,17788,1,0,0,4,8,1400,1400,1963,0,98033,47.6719,-122.163,1760,18282,3,3,"med"
"16603",16603,-3.78110700949252,-12.9560703364475,1626069102,"3/23/2015",5e+05,4,2.25,2060,44431,2,0,0,3,7,2060,0,1988,0,98077,47.744,-122.046,2160,45657,3,8,"top"
"16604",16604,23.4451799484511,3.23727225657779,7574000080,"4/1/2015",355500,5,2,2360,19899,1,0,0,4,7,2360,0,1968,0,98010,47.3299,-122.046,1860,19998,2,9,"low"
"16605",16605,8.0163899160086,-14.1855330432242,3830700010,"12/5/2014",369000,4,2.5,2370,6557,2,0,0,3,9,2370,0,1998,0,98042,47.423,-122.155,2370,7378,3,5,"low"
"16606",16606,0.298029740148439,14.0913741203613,1454100010,"2/2/2015",338500,2,1,720,6050,1,0,0,2,5,720,0,1951,0,98125,47.7259,-122.29,1480,7280,1,1,"low"
"16607",16607,1.81892238396391,14.5366731459912,603001045,"4/29/2015",256000,3,1,950,4000,1,0,0,3,7,780,170,1949,0,98118,47.5232,-122.284,1230,4000,1,1,"low"
"16608",16608,6.01810497039534,-11.6506426166756,2607720440,"3/4/2015",470000,3,2.5,1980,9725,2,0,0,3,8,1980,0,1994,0,98045,47.4856,-121.802,2070,9834,3,5,"low"
"16609",16609,-24.033932077842,7.42524474944724,930000470,"5/27/2014",675000,3,2.5,2540,7680,2,0,1,4,9,2540,0,1940,2001,98177,47.7175,-122.364,2490,7680,1,2,"top"
"16610",16610,15.802042933162,-4.69571982145011,2621750280,"11/10/2014",369950,4,2.75,2760,7533,1,0,0,3,8,1400,1360,1997,0,98042,47.371,-122.108,2340,7943,3,9,"low"
"16611",16611,-5.97461339635743,-26.2142199262913,7853220470,"9/15/2014",615000,5,3.5,2950,7980,2,0,3,3,9,2350,600,2005,0,98065,47.5339,-121.858,2950,7980,3,8,"top"
"16612",16612,-2.65385562149619,-17.4935811683948,4139660430,"5/5/2015",1200000,5,3,3640,28531,2,0,0,3,10,3640,0,1996,0,98006,47.5502,-122.13,3330,17186,3,8,"top"
"16613",16613,-11.5296460919575,22.1235296257371,1338800430,"7/28/2014",950000,3,1.75,2150,3503,2,0,0,3,8,1870,280,1921,0,98112,47.6285,-122.303,3920,6402,1,1,"low"
"16614",16614,-14.7492627642036,-5.72187769799769,1338800491,"10/21/2014",799500,4,2.5,2760,5750,2,0,0,3,8,2760,0,1993,0,98112,47.627,-122.303,2760,5390,3,7,"med"
"16615",16615,4.2591117594446,13.8591639714093,792000006,"7/9/2014",187000,2,1,840,11600,1,0,0,3,6,840,0,1952,0,98168,47.492,-122.302,1610,9120,1,1,"low"
"16616",16616,0.658920049075815,-23.5630385112322,7504020670,"5/20/2014",598000,5,2.25,2890,12478,2,0,0,3,9,2890,0,1977,0,98074,47.6295,-122.052,2570,11880,3,4,"med"
"16617",16617,-4.34858095714024,11.7843322021628,4017600010,"4/17/2015",429950,3,2.25,2060,10160,1,0,0,4,8,1340,720,1967,0,98155,47.7712,-122.285,2320,11186,1,1,"low"
"16618",16618,13.5336852593742,2.46832013396476,1471701410,"3/31/2015",347950,5,2.25,1700,13500,1.5,0,0,4,7,1700,0,1962,0,98059,47.4611,-122.067,1810,14550,2,9,"low"
"16619",16619,-6.41655923750939,-16.8960052163392,3528000470,"5/9/2014",851000,3,2.5,3560,107290,2,0,0,3,10,3560,0,1987,0,98053,47.6652,-122.049,3660,89298,3,8,"top"
"16620",16620,3.84484499490493,15.1551718226907,3192000080,"10/29/2014",205000,3,1,1210,10185,1,0,0,3,6,1210,0,1957,0,98146,47.4873,-122.345,1320,10245,1,1,"low"
"16621",16621,17.3771197634055,3.76297324787173,1565100010,"3/27/2015",225000,3,2.25,1590,9200,1,0,0,4,7,1110,480,1979,0,98092,47.2917,-122.184,1880,9200,2,9,"low"
"16622",16622,1.49869393395521,-4.81319416471082,9201000460,"10/6/2014",705000,4,2.25,2620,10536,1,0,0,3,8,1520,1100,1979,0,98075,47.5847,-122.075,2760,12431,3,3,"med"
"16623",16623,5.73116571489884,-14.2048609098797,323059316,"5/5/2015",535000,5,2.5,3190,6178,2,0,0,3,8,3190,0,2003,0,98059,47.5104,-122.154,2480,7548,3,5,"low"
"16624",16624,12.7842124725029,-19.4925848221138,6802200190,"1/21/2015",222500,3,2,1450,9044,2,0,0,3,7,1450,0,1990,0,98022,47.1955,-121.987,1450,9044,3,5,"low"
"16625",16625,-19.1884388760672,-4.58182923755367,1773100430,"4/24/2015",313500,2,1.5,1270,1282,2,0,0,3,8,1000,270,2006,0,98106,47.5581,-122.363,1270,1325,3,7,"med"
"16626",16626,-10.7485489229809,-20.5999557904785,6137610190,"3/17/2015",632000,3,2.25,2730,7521,2,0,2,3,9,2730,0,1992,0,98011,47.7704,-122.196,2700,8204,3,8,"top"
"16627",16627,-20.458189502006,-3.76521315236441,1568100387,"3/22/2015",467000,3,2,1840,3432,2,0,0,3,7,1840,0,2012,0,98155,47.7368,-122.295,1280,7573,3,7,"med"
"16628",16628,16.6104667593679,-0.141163955445961,3826500290,"4/24/2015",339000,3,2.25,1970,7210,1,0,0,4,8,1380,590,1978,0,98030,47.3821,-122.171,1970,7350,2,9,"low"
"16629",16629,-7.13480471422402,-14.6687653098423,629410190,"6/19/2014",712000,3,2.75,3200,6699,2,0,0,3,9,3200,0,2004,0,98075,47.5884,-121.991,3020,6699,3,8,"top"
"16630",16630,6.60980195366869,4.97622917047854,4189800050,"5/20/2014",335000,3,1,1060,10050,1,0,0,4,7,1060,0,1967,0,98028,47.7355,-122.231,1570,9938,2,3,"med"
"16631",16631,-16.9950007021389,-9.70111949762752,6126600950,"7/17/2014",470000,3,3.25,1740,1693,2,0,0,3,8,1360,380,2007,0,98116,47.558,-122.382,1130,1626,3,7,"med"
"16632",16632,0.937772320328763,0.419991392581612,5411800250,"7/24/2014",367000,3,1,810,7000,1,0,0,3,7,810,0,1968,0,98052,47.6591,-122.134,1820,7589,1,3,"med"
"16633",16633,4.65919314137884,-26.022112483759,7853302140,"5/24/2014",440500,3,2.5,2460,4399,2,0,0,3,7,2460,0,2007,0,98065,47.5415,-121.884,2060,4399,3,4,"med"
"16634",16634,14.3412667424641,1.95744467092783,1423910670,"5/27/2014",305000,4,1,2100,9288,1,0,0,4,7,1050,1050,1968,0,98058,47.4558,-122.171,1600,8550,2,9,"low"
"16635",16635,-13.7506726878444,13.9672305898746,2301400470,"9/8/2014",635000,3,1.75,1530,5000,1,0,2,3,7,1020,510,1948,0,98117,47.6806,-122.36,1530,5000,1,6,"med"
"16636",16636,-14.504205835558,17.2994367875916,1860600290,"6/27/2014",1020000,3,2.25,1670,4800,1.5,0,3,3,8,1670,0,1903,0,98119,47.6356,-122.367,2300,4800,1,6,"med"
"16637",16637,-18.1336768660857,-11.8160291466427,9267200345,"6/2/2014",342000,2,2.5,1175,1366,2,0,0,3,8,740,435,2005,0,98103,47.6962,-122.342,1710,1255,3,7,"med"
"16638",16638,17.6992126568887,-1.98679431527648,3826500170,"11/11/2014",283000,3,2.25,2130,8800,1,0,0,3,8,1270,860,1978,0,98030,47.383,-122.168,1960,8075,2,9,"low"
"16639",16639,25.897915040578,-2.35910078019812,9804500420,"4/24/2015",430000,4,2.75,2470,50123,1,0,0,3,8,1280,1190,1978,0,98022,47.2504,-122,2200,54520,2,9,"low"
"16640",16640,14.9968076443001,-14.5357754583235,2895550190,"8/8/2014",245000,4,2.5,1700,4268,2,0,0,3,7,1700,0,2000,0,98001,47.3303,-122.268,1700,4488,3,5,"low"
"16641",16641,9.94695466031291,-19.2709063311929,6699930440,"6/5/2014",355500,3,2.5,2600,5540,2,0,0,3,8,2600,0,2004,0,98038,47.3446,-122.041,2600,5540,3,5,"low"
"16642",16642,-26.1151814516448,10.7773694312758,3543900380,"4/9/2015",395000,3,1,1460,5000,1,0,0,4,7,1460,0,1934,1960,98115,47.6837,-122.32,1790,4000,1,2,"top"
"16643",16643,11.126688323116,-10.5191546731644,59500050,"12/16/2014",324900,4,2.25,2010,7280,2,0,0,4,8,2010,0,1988,0,98032,47.3585,-122.286,1660,7579,2,5,"low"
"16644",16644,-3.94257548244459,28.2954397341413,9274202885,"5/8/2014",660000,3,1.75,1320,5750,1.5,0,0,5,7,1320,0,1918,0,98116,47.5848,-122.391,1440,5750,1,1,"low"
"16645",16645,7.66841618666756,-19.7363048275269,7701930050,"8/11/2014",570000,3,2.5,3150,20189,2,0,0,3,10,3150,0,1990,0,98058,47.447,-122.088,2920,20612,3,5,"low"
"16646",16646,-2.91190570926235,-11.8423585816278,200800480,"11/6/2014",552321,3,2.5,1960,8469,2,0,0,4,8,1960,0,1984,0,98052,47.7236,-122.105,2040,8189,3,8,"top"
"16647",16647,10.0279154085214,1.35569134313135,3835500005,"5/28/2014",1100000,2,1.75,2050,11900,1,0,0,4,8,2050,0,1950,0,98004,47.6209,-122.219,2980,11900,2,3,"med"
"16648",16648,24.2926555837996,2.1945522351065,9543000896,"8/25/2014",237000,3,1.5,1800,9216,1,0,0,4,7,1800,0,1950,0,98001,47.2739,-122.249,1400,10022,2,9,"low"
"16649",16649,-8.32143285968908,19.5522843985645,1090000005,"5/4/2015",402000,2,1,1210,5600,1.5,0,0,3,7,1210,0,1922,0,98136,47.5322,-122.392,1400,5028,1,1,"low"
"16650",16650,10.479445010014,-3.43401541420716,5561000430,"10/16/2014",470000,3,2.25,1830,39165,1,0,0,5,8,1830,0,1963,0,98027,47.4612,-121.992,2020,36184,2,3,"med"
"16651",16651,-1.7498124156567,11.5615936781734,1568100670,"3/20/2015",395900,3,1.75,1880,8706,1,0,0,3,7,940,940,1927,0,98155,47.7362,-122.292,1880,7200,1,1,"low"
"16652",16652,-1.61190751861067,16.9638321282982,6813600440,"10/22/2014",442000,2,1.75,860,5535,1,0,0,3,7,860,0,1948,0,98103,47.6901,-122.331,1420,4960,1,1,"low"
"16653",16653,-1.06492415237152,-24.737614713879,7701990380,"10/15/2014",795000,4,2.75,2890,16397,2,0,0,3,10,2890,0,1997,0,98077,47.7102,-122.072,3170,16397,3,4,"med"
"16654",16654,23.302454693917,-1.6617500925788,7153400010,"8/12/2014",190500,3,2,1390,10155,1,0,0,3,7,1130,260,1980,0,98003,47.2575,-122.305,1790,10155,2,9,"low"
"16655",16655,-2.63433657158996,-17.4996292558387,5608010420,"11/20/2014",808000,4,2.75,3340,7230,2,0,0,3,9,3340,0,1996,0,98027,47.549,-122.096,3230,7529,3,8,"top"
"16656",16656,-15.3665304046012,-9.71550430557305,9141100073,"8/26/2014",5e+05,4,2.5,2040,6685,2,0,0,3,8,2040,0,1998,0,98133,47.7413,-122.354,1890,8253,3,7,"med"
"16657",16657,-7.33735565341407,-14.8011706775626,629400480,"6/19/2014",775000,4,2.75,3010,15992,2,0,0,3,11,3010,0,1996,0,98075,47.5895,-121.994,3330,12333,3,8,"top"
"16658",16658,-6.31940146341417,14.806808408344,9250900104,"11/10/2014",3e+05,5,1.75,2110,8500,1,0,0,3,7,1100,1010,1962,0,98133,47.7737,-122.35,2020,8500,1,1,"low"
"16659",16659,-6.4904577070223,15.1284296241262,9250900104,"4/10/2015",496000,5,1.75,2110,8500,1,0,0,3,7,1100,1010,1962,0,98133,47.7737,-122.35,2020,8500,1,1,"low"
"16660",16660,8.69582939811669,-18.441177945317,5104531700,"6/20/2014",448000,4,2.5,2510,6853,2,0,2,3,9,2510,0,2006,0,98038,47.3547,-122.003,3400,6965,3,5,"low"
"16661",16661,-5.62400981692942,0.88543217075114,623039026,"11/25/2014",645000,2,2.25,2770,11884,1,0,3,4,8,1570,1200,1969,0,98070,47.5098,-122.474,2310,17097,2,3,"med"
"16662",16662,-2.12906494339014,27.1896118420092,7626200235,"5/23/2014",464600,3,1.75,1120,5500,1.5,0,0,4,7,1120,0,1925,0,98136,47.5445,-122.391,1490,5500,1,1,"low"
"16663",16663,-3.28395103102484,25.3990488775666,7228500425,"7/28/2014",590000,3,1,1530,2370,2,0,0,3,8,1530,0,1901,0,98122,47.6108,-122.303,1310,2370,1,1,"low"
"16664",16664,-17.6384086482281,-4.60050284809028,3332500095,"10/7/2014",399000,3,2.5,1800,3300,2,0,0,3,7,1690,110,2004,0,98118,47.5491,-122.276,1570,3902,3,7,"med"
"16665",16665,1.33692605407786,22.5802402323738,7950300440,"10/15/2014",305000,2,1,1030,6000,1,0,0,3,7,1030,0,1925,0,98118,47.5669,-122.283,1510,5000,1,1,"low"
"16666",16666,1.62267774529845,-0.724985456518961,8143000280,"11/21/2014",478000,3,1.75,1210,6175,1,0,0,3,7,1210,0,1976,0,98034,47.7291,-122.202,1520,7475,1,3,"med"
"16667",16667,8.52327785847479,7.12175462078643,4045500715,"12/17/2014",598800,1,1,1090,32010,1,0,0,4,6,1090,0,1958,0,98014,47.6928,-121.87,1870,25346,2,3,"med"
"16668",16668,-3.28834687372213,11.5980289624473,1155620190,"6/3/2014",430000,4,2.25,1790,7203,1,0,0,4,7,1110,680,1973,0,98155,47.7709,-122.294,2270,9000,1,1,"low"
"16669",16669,2.55973959333751,10.623795646189,3332000715,"7/1/2014",433000,4,1.5,1550,5053,1,0,0,4,7,1180,370,1963,0,98118,47.5499,-122.274,1450,5639,1,6,"med"
"16670",16670,-28.6987186335635,5.8798812297759,5113000420,"3/20/2015",420000,4,2.75,2400,20000,1,0,0,3,8,1170,1230,1961,2015,98058,47.4556,-122.087,1690,20000,2,2,"top"
"16671",16671,-16.2994357193588,9.34871344885267,3223039181,"6/9/2014",585000,4,1.75,2470,131790,2,0,2,3,8,2470,0,1937,0,98070,47.4421,-122.444,1470,92747,3,6,"med"
"16672",16672,18.1154284259465,8.15301309192961,7399300420,"8/18/2014",255000,3,1,1170,7395,1,0,0,4,7,1170,0,1969,0,98055,47.4627,-122.19,1430,7920,2,9,"low"
"16673",16673,13.7922144401659,6.89853404489078,1088400190,"4/22/2015",305000,3,1,1120,10125,1,0,0,3,6,1120,0,1961,0,98059,47.4794,-122.078,1120,8820,1,9,"low"
"16674",16674,-6.77451298939126,20.7587068111172,1588600177,"2/25/2015",396000,4,1,1040,4420,1.5,0,0,3,6,1040,0,1944,0,98117,47.6945,-122.368,1310,4920,1,1,"low"
"16675",16675,15.0415379316162,-21.6863557838648,9264950420,"5/8/2014",347500,4,2.5,2460,7350,2,0,0,3,9,2460,0,1989,0,98023,47.3061,-122.349,2390,8568,3,5,"low"
"16676",16676,-3.9008961286021,-21.3261875415783,5418650080,"8/14/2014",9e+05,4,2.5,3690,11468,2,0,0,3,11,3690,0,1987,0,98027,47.5699,-122.092,3370,10751,3,8,"top"
"16677",16677,3.11310632694387,-3.02248103005966,9492800020,"9/30/2014",425000,3,1.75,1960,43332,1,0,0,4,7,1400,560,1982,0,98077,47.739,-122.048,2010,44431,1,3,"med"
"16678",16678,6.13554797419368,-11.6116180716582,323089173,"5/19/2014",429000,3,2.5,1920,15124,2,0,0,3,8,1920,0,1995,0,98045,47.5015,-121.773,1920,16477,3,5,"low"
"16679",16679,-19.4465295334787,-8.3627238606098,6821102358,"2/24/2015",540000,3,2.25,1670,3135,2,0,0,3,8,1220,450,2002,0,98199,47.6478,-122.396,1630,1596,3,7,"med"
"16680",16680,9.99408014379538,5.60149578166313,943100689,"1/27/2015",324950,3,2,1340,9750,1,0,0,4,7,890,450,1974,0,98024,47.5644,-121.898,1460,12900,2,3,"med"
"16681",16681,-6.05379278958762,28.2858458701621,8722100825,"4/29/2015",1050000,3,2.25,2610,3357,2,0,0,4,7,1980,630,1926,0,98112,47.638,-122.306,1940,3357,1,1,"low"
"16682",16682,21.2841057950802,-1.20968389964928,4223000280,"10/29/2014",221000,4,1.75,1540,7200,1,0,0,3,7,1260,280,1966,0,98003,47.3424,-122.308,1540,8416,2,9,"low"
"16683",16683,-1.67864481846429,13.3536966422515,1454100122,"6/11/2014",405000,3,2,1640,7201,1,0,0,3,8,1640,0,1948,0,98125,47.7216,-122.289,1750,7201,1,1,"low"
"16684",16684,9.98343582288651,1.20917172969243,3323500010,"1/7/2015",1150000,3,2.5,2100,15120,1,0,0,4,8,2100,0,1953,0,98004,47.6201,-122.222,3070,16078,2,3,"med"
"16685",16685,5.88061747777986,-3.84172510388563,9557300080,"8/22/2014",588000,4,1.75,1930,7245,1,0,0,4,8,1510,420,1972,0,98008,47.6396,-122.112,1880,7245,2,3,"med"
"16686",16686,22.7200103917847,-2.17225602705619,6306100080,"9/9/2014",234950,3,2,1430,10850,1,0,0,3,7,1430,0,1994,0,98001,47.2671,-122.233,1610,8015,2,9,"low"
"16687",16687,-8.30930055066771,26.8679939612826,5700001100,"10/7/2014",580000,4,1.5,2430,4995,1.5,0,0,4,7,1730,700,1928,0,98144,47.5782,-122.292,2240,5000,1,1,"low"
"16688",16688,6.76350635702681,-1.97684205629763,6187500080,"7/16/2014",637000,5,3,2460,7240,1,0,0,3,9,1840,620,1991,0,98006,47.5486,-122.189,2530,7885,3,3,"med"
"16689",16689,-8.44895718641866,15.5921505959043,7369600080,"10/30/2014",704000,4,2.25,2490,6973,1,0,0,4,8,1490,1000,1953,0,98199,47.6516,-122.409,1780,5612,1,1,"low"
"16690",16690,7.12143629981252,15.9296985673282,1623049145,"9/25/2014",210000,2,1,880,9750,1,0,0,5,6,880,0,1938,0,98168,47.4885,-122.298,1220,9406,1,1,"low"
"16691",16691,-15.9675551386048,-6.31906732409891,2877102330,"5/16/2014",772000,4,2.5,2110,3750,2,0,0,3,8,2110,0,2000,0,98117,47.6789,-122.363,1700,5000,3,7,"med"
"16692",16692,-9.28220234088928,24.3855527256954,546001060,"4/27/2015",763000,4,1.75,1850,4388,2,0,0,5,8,1850,0,1941,0,98117,47.6885,-122.381,1410,4107,1,1,"low"
"16693",16693,20.0286206317987,4.76022452039892,2822059091,"2/18/2015",213500,2,1.5,2060,7713,1.5,0,0,4,7,2060,0,1930,0,98030,47.3722,-122.185,1780,7713,2,9,"low"
"16694",16694,-3.0971267867833,15.376624775599,3971701300,"12/20/2014",255000,2,1,1360,9367,1,0,0,4,6,680,680,1924,0,98155,47.7689,-122.315,1360,7543,1,1,"low"
"16695",16695,2.81374508512858,3.59507201500285,1732600050,"10/17/2014",423500,3,2,2000,10490,1,0,0,3,8,1430,570,1978,0,98033,47.6976,-122.166,1530,7659,2,3,"med"
"16696",16696,-3.97198758196298,11.2027736742569,3585900430,"12/22/2014",520000,3,1.5,1810,18483,1,0,0,3,8,1810,0,1954,0,98177,47.7617,-122.378,2920,20279,1,6,"med"
"16697",16697,3.3248360616863,-4.19886115863783,6791000050,"9/8/2014",550000,3,2.75,2230,14400,1,0,0,4,8,1460,770,1977,0,98075,47.5791,-122.048,2200,13280,2,3,"med"
"16698",16698,-8.55321226791142,2.64756430044191,1818800289,"1/21/2015",795000,3,2.75,1820,7517,1,0,0,3,9,1820,0,1997,0,98116,47.5705,-122.406,2540,8035,3,6,"med"
"16699",16699,-4.97603145940786,-15.5270333512652,2738600080,"8/15/2014",495000,4,3,2740,2811,2,0,0,3,8,2240,500,2003,0,98072,47.7738,-122.158,2740,3596,3,8,"top"
"16700",16700,6.79570661087721,-14.5506914690869,1310440950,"3/2/2015",455000,4,2.5,2710,6558,2,0,0,3,9,2710,0,1997,0,98058,47.434,-122.109,2710,7635,3,5,"low"
"16701",16701,19.2336841147891,4.13841474029815,1322049150,"3/5/2015",85000,2,1,910,9753,1,0,0,3,5,910,0,1947,0,98032,47.3897,-122.236,1160,7405,2,9,"low"
"16702",16702,12.719927383352,10.5212963572017,7200080,"11/4/2014",239000,4,2,1980,10585,1.5,0,0,2,6,1980,0,1924,0,98055,47.4836,-122.214,1360,7810,2,9,"low"
"16703",16703,19.9599683643927,3.44082735178157,1788800080,"7/30/2014",184900,3,1,1040,10080,1,0,0,3,6,1040,0,1959,0,98023,47.329,-122.343,1000,8736,2,9,"low"
"16704",16704,14.3081600166898,-1.96060339194477,1328320920,"4/21/2015",386000,4,2.25,2810,8560,1,0,0,3,8,1610,1200,1979,0,98058,47.4437,-122.124,2400,7600,2,9,"low"
"16705",16705,-14.6740074578849,-8.78233537398002,7283900185,"6/4/2014",415000,4,2.5,2000,5962,2,0,0,3,8,2000,0,1999,0,98133,47.7695,-122.35,1790,10500,3,7,"med"
"16706",16706,-6.90334263448975,12.4690410008061,8685500020,"5/12/2015",387000,3,1,1530,6372,1,0,0,3,7,1210,320,1962,0,98118,47.535,-122.289,1960,6426,1,1,"low"
"16707",16707,-12.8464110811155,24.8928068604954,1338800425,"3/4/2015",2140000,6,4,5110,7128,2.5,0,0,4,11,5110,0,1906,0,98112,47.6285,-122.304,4110,6480,3,1,"low"
"16708",16708,-25.2339657260367,7.87311651972468,282500010,"1/7/2015",685000,4,2.25,3133,16197,2,0,0,3,9,2533,600,1965,2010,98166,47.4255,-122.338,3090,15588,3,2,"top"
"16709",16709,-4.73561888161911,9.19946894063849,798000630,"10/31/2014",340000,4,2.5,2020,32710,1,0,0,3,7,1070,950,1941,0,98168,47.4969,-122.33,1340,17700,1,6,"med"
"16710",16710,-1.14678225380896,22.3093369810166,5583200345,"5/11/2015",422000,2,1,750,4000,1,0,0,4,6,750,0,1926,0,98118,47.5547,-122.272,1120,5038,1,1,"low"
"16711",16711,-4.98426201679398,-10.6973218837838,1036100130,"8/8/2014",442000,3,2.5,1980,39932,2,0,0,3,8,1980,0,1994,0,98011,47.7433,-122.196,2610,12769,3,8,"top"
"16712",16712,4.14348765878331,13.2831241614207,795002375,"5/27/2014",280000,3,1,1200,6250,1,0,0,3,6,920,280,1943,0,98168,47.5095,-122.331,1280,9375,1,1,"low"
"16713",16713,-3.98136139828482,-16.048880362242,1245000461,"7/3/2014",1150000,5,2.5,3580,8921,2,0,0,3,9,3580,0,2000,0,98033,47.693,-122.202,2710,9308,3,8,"top"
"16714",16714,13.1356526214607,-19.5170518043851,6802200280,"11/10/2014",279000,3,2.5,2010,11618,2,0,0,3,7,2010,0,1990,0,98022,47.1956,-121.985,1550,9354,3,5,"low"
"16715",16715,-0.588208332767682,27.1281695439939,9521100795,"6/23/2014",569000,4,2,1730,3884,1,0,0,5,7,1060,670,1924,0,98103,47.6624,-122.349,1360,3563,1,1,"low"
"16716",16716,-9.06420053243492,-23.0456786022842,4039800080,"5/29/2014",1360000,5,3.5,5960,13703,2,0,2,3,10,4770,1190,1984,0,98008,47.6151,-122.107,2810,17320,3,8,"top"
"16717",16717,22.4471650002575,-0.487437907027025,6146600595,"4/10/2015",209950,2,1,860,5080,1,0,0,3,7,860,0,1960,0,98032,47.39,-122.236,1250,6477,2,9,"low"
"16718",16718,-3.15553014805084,15.9727790806757,6380500151,"3/17/2015",468000,3,1.5,1370,7697,1,0,0,3,7,1370,0,1939,0,98177,47.7153,-122.361,1370,7697,1,1,"low"
"16719",16719,-9.37659858891513,6.90989946036153,8643000185,"4/30/2015",237100,3,1.75,1360,9603,1,0,0,3,7,1360,0,1963,0,98198,47.3959,-122.309,2240,10605,1,6,"med"
"16720",16720,14.9883539069146,-19.5399178166202,7212650950,"7/8/2014",336000,4,2.5,2530,8169,2,0,0,3,8,2530,0,1993,0,98003,47.2634,-122.312,2220,8013,3,5,"low"
"16721",16721,-9.21755756790422,22.7587955774668,357000005,"12/22/2014",5e+05,4,2,1680,3813,2,0,0,4,7,1680,0,1900,0,98144,47.593,-122.293,2540,3996,1,1,"low"
"16722",16722,8.27511324468222,-20.6751820025275,5648600010,"4/26/2015",290000,3,2.5,1580,6860,2,0,0,3,7,1580,0,1995,0,98055,47.4447,-122.188,1580,7050,3,4,"med"
"16723",16723,-13.5930661679404,-0.448357308556245,2818600010,"3/14/2015",1190000,7,3.5,3890,8342,2,0,4,3,9,2840,1050,1968,0,98117,47.7011,-122.392,2870,8342,3,7,"med"
"16724",16724,-2.60555811979314,26.8672550593834,9842300095,"7/25/2014",365000,5,2,1600,4168,1.5,0,0,3,7,1600,0,1927,0,98126,47.5297,-122.381,1190,4168,1,1,"low"
"16725",16725,17.7975729558441,4.79213052796076,3977630130,"3/25/2015",146300,3,1,1200,9668,1,0,0,5,6,1200,0,1975,0,98092,47.3156,-122.128,1200,9800,2,9,"low"
"16726",16726,6.54103424181713,-1.36933441018032,5160300020,"6/9/2014",554000,3,1.75,1760,10780,1,0,0,3,8,1760,0,1977,0,98005,47.5938,-122.154,2090,10780,2,3,"med"
"16727",16727,4.28262346611344,3.61726243431481,3754700050,"6/18/2014",424000,3,2,1670,7700,1,0,0,3,7,1170,500,1972,0,98034,47.725,-122.2,1500,7875,1,3,"med"
"16728",16728,-9.6637918963437,-23.0327774945778,629860010,"4/29/2015",1350000,4,3.5,4640,9827,2,0,2,3,10,3210,1430,2007,0,98027,47.5524,-122.078,3810,8207,3,8,"top"
"16729",16729,-5.91132306020882,23.1649007377066,446000010,"11/19/2014",508500,4,1.5,1800,6750,1.5,0,0,4,7,1800,0,1950,0,98115,47.6868,-122.285,1420,5900,1,1,"low"
"16730",16730,22.8154589324995,-4.16314766425058,8562000010,"5/1/2015",244500,3,1.75,1210,8864,1,0,0,3,7,1210,0,1985,0,98042,47.3639,-122.08,1510,8062,2,9,"low"
"16731",16731,9.00331596364512,-12.2413614980136,646910480,"11/20/2014",206000,2,2.5,1280,1566,2,0,0,3,7,1280,0,2005,0,98055,47.4336,-122.195,1460,1845,3,5,"low"
"16732",16732,-25.8865500036965,8.67983555827332,868000415,"9/5/2014",643500,3,2,1650,7104,2,0,0,3,8,1650,0,1945,1986,98177,47.7053,-122.374,1730,7104,1,2,"top"
