"","X","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"16642",16642,3543900380,"04/09/2015",395000,3,1,1460,5000,1,"WF_NO",0,"Co_4_High","7",1460,0,1934,1960,98115,476.837,-122.32,1790,4000
"16643",16643,59500050,"12/16/2014",324900,4,2.25,2010,7280,2,"WF_NO",0,"Co_4_High","8",2010,0,1988,0,98032,473.585,-122.286,1660,7579
"16644",16644,9274202885,"05/08/2014",660000,3,1.75,1320,5750,1.5,"WF_NO",0,"Co_5_Top","7",1320,0,1918,0,98116,475.848,-122.391,1440,5750
"16645",16645,7701930050,"08/11/2014",570000,3,2.5,3150,20189,2,"WF_NO",0,"Co_3_Med","10",3150,0,1990,0,98058,47.447,-122.088,2920,20612
"16646",16646,200800480,"11/06/2014",552321,3,2.5,1960,8469,2,"WF_NO",0,"Co_4_High","8",1960,0,1984,0,98052,477.236,-122.105,2040,8189
"16647",16647,3835500005,"5/28/2014",1100000,2,1.75,2050,11900,1,"WF_NO",0,"Co_4_High","8",2050,0,1950,0,98004,476.209,-122.219,2980,11900
"16648",16648,9543000896,"8/25/2014",237000,3,1.5,1800,9216,1,"WF_NO",0,"Co_4_High","7",1800,0,1950,0,98001,472.739,-122.249,1400,10022
"16649",16649,1090000005,"05/04/2015",402000,2,1,1210,5600,1.5,"WF_NO",0,"Co_3_Med","7",1210,0,1922,0,98136,475.322,-122.392,1400,5028
"16650",16650,5561000430,"10/16/2014",470000,3,2.25,1830,39165,1,"WF_NO",0,"Co_5_Top","8",1830,0,1963,0,98027,474.612,-121.992,2020,36184
"16651",16651,1568100670,"3/20/2015",395900,3,1.75,1880,8706,1,"WF_NO",0,"Co_3_Med","7",940,940,1927,0,98155,477.362,-122.292,1880,7200
"16652",16652,6813600440,"10/22/2014",442000,2,1.75,860,5535,1,"WF_NO",0,"Co_3_Med","7",860,0,1948,0,98103,476.901,-122.331,1420,4960
"16653",16653,7701990380,"10/15/2014",795000,4,2.75,2890,16397,2,"WF_NO",0,"Co_3_Med","10",2890,0,1997,0,98077,477.102,-122.072,3170,16397
"16654",16654,7153400010,"08/12/2014",190500,3,2,1390,10155,1,"WF_NO",0,"Co_3_Med","7",1130,260,1980,0,98003,472.575,-122.305,1790,10155
"16655",16655,5608010420,"11/20/2014",808000,4,2.75,3340,7230,2,"WF_NO",0,"Co_3_Med","9",3340,0,1996,0,98027,47.549,-122.096,3230,7529
"16656",16656,9141100073,"8/26/2014",5e+05,4,2.5,2040,6685,2,"WF_NO",0,"Co_3_Med","8",2040,0,1998,0,98133,477.413,-122.354,1890,8253
"16657",16657,629400480,"6/19/2014",775000,4,2.75,3010,15992,2,"WF_NO",0,"Co_3_Med","11",3010,0,1996,0,98075,475.895,-121.994,3330,12333
"16658",16658,9250900104,"11/10/2014",3e+05,5,1.75,2110,8500,1,"WF_NO",0,"Co_3_Med","7",1100,1010,1962,0,98133,477.737,-122.35,2020,8500
"16659",16659,9250900104,"04/10/2015",496000,5,1.75,2110,8500,1,"WF_NO",0,"Co_3_Med","7",1100,1010,1962,0,98133,477.737,-122.35,2020,8500
"16660",16660,5104531700,"6/20/2014",448000,4,2.5,2510,6853,2,"WF_NO",2,"Co_3_Med","9",2510,0,2006,0,98038,473.547,-122.003,3400,6965
"16661",16661,623039026,"11/25/2014",645000,2,2.25,2770,11884,1,"WF_NO",3,"Co_4_High","8",1570,1200,1969,0,98070,475.098,-122.474,2310,17097
"16662",16662,7626200235,"5/23/2014",464600,3,1.75,1120,5500,1.5,"WF_NO",0,"Co_4_High","7",1120,0,1925,0,98136,475.445,-122.391,1490,5500
"16663",16663,7228500425,"7/28/2014",590000,3,1,1530,2370,2,"WF_NO",0,"Co_3_Med","8",1530,0,1901,0,98122,476.108,-122.303,1310,2370
"16664",16664,3332500095,"10/07/2014",399000,3,2.5,1800,3300,2,"WF_NO",0,"Co_3_Med","7",1690,110,2004,0,98118,475.491,-122.276,1570,3902
"16665",16665,7950300440,"10/15/2014",305000,2,1,1030,6000,1,"WF_NO",0,"Co_3_Med","7",1030,0,1925,0,98118,475.669,-122.283,1510,5000
"16666",16666,8143000280,"11/21/2014",478000,3,1.75,1210,6175,1,"WF_NO",0,"Co_3_Med","7",1210,0,1976,0,98034,477.291,-122.202,1520,7475
"16667",16667,4045500715,"12/17/2014",598800,1,1,1090,32010,1,"WF_NO",0,"Co_4_High","6",1090,0,1958,0,98014,476.928,-121.87,1870,25346
"16668",16668,1155620190,"06/03/2014",430000,4,2.25,1790,7203,1,"WF_NO",0,"Co_4_High","7",1110,680,1973,0,98155,477.709,-122.294,2270,9000
"16669",16669,3332000715,"07/01/2014",433000,4,1.5,1550,5053,1,"WF_NO",0,"Co_4_High","7",1180,370,1963,0,98118,475.499,-122.274,1450,5639
"16670",16670,5113000420,"3/20/2015",420000,4,2.75,2400,20000,1,"WF_NO",0,"Co_3_Med","8",1170,1230,1961,2015,98058,474.556,-122.087,1690,20000
"16671",16671,3223039181,"06/09/2014",585000,4,1.75,2470,131790,2,"WF_NO",2,"Co_3_Med","8",2470,0,1937,0,98070,474.421,-122.444,1470,92747
"16672",16672,7399300420,"8/18/2014",255000,3,1,1170,7395,1,"WF_NO",0,"Co_4_High","7",1170,0,1969,0,98055,474.627,-122.19,1430,7920
"16673",16673,1088400190,"4/22/2015",305000,3,1,1120,10125,1,"WF_NO",0,"Co_3_Med","6",1120,0,1961,0,98059,474.794,-122.078,1120,8820
"16674",16674,1588600177,"2/25/2015",396000,4,1,1040,4420,1.5,"WF_NO",0,"Co_3_Med","6",1040,0,1944,0,98117,476.945,-122.368,1310,4920
"16675",16675,9264950420,"05/08/2014",347500,4,2.5,2460,7350,2,"WF_NO",0,"Co_3_Med","9",2460,0,1989,0,98023,473.061,-122.349,2390,8568
"16676",16676,5418650080,"8/14/2014",9e+05,4,2.5,3690,11468,2,"WF_NO",0,"Co_3_Med","11",3690,0,1987,0,98027,475.699,-122.092,3370,10751
"16677",16677,9492800020,"9/30/2014",425000,3,1.75,1960,43332,1,"WF_NO",0,"Co_4_High","7",1400,560,1982,0,98077,47.739,-122.048,2010,44431
"16678",16678,323089173,"5/19/2014",429000,3,2.5,1920,15124,2,"WF_NO",0,"Co_3_Med","8",1920,0,1995,0,98045,475.015,-121.773,1920,16477
"16679",16679,6821102358,"2/24/2015",540000,3,2.25,1670,3135,2,"WF_NO",0,"Co_3_Med","8",1220,450,2002,0,98199,476.478,-122.396,1630,1596
"16680",16680,943100689,"1/27/2015",324950,3,2,1340,9750,1,"WF_NO",0,"Co_4_High","7",890,450,1974,0,98024,475.644,-121.898,1460,12900
"16681",16681,8722100825,"4/29/2015",1050000,3,2.25,2610,3357,2,"WF_NO",0,"Co_4_High","7",1980,630,1926,0,98112,47.638,-122.306,1940,3357
"16682",16682,4223000280,"10/29/2014",221000,4,1.75,1540,7200,1,"WF_NO",0,"Co_3_Med","7",1260,280,1966,0,98003,473.424,-122.308,1540,8416
"16683",16683,1454100122,"06/11/2014",405000,3,2,1640,7201,1,"WF_NO",0,"Co_3_Med","8",1640,0,1948,0,98125,477.216,-122.289,1750,7201
"16684",16684,3323500010,"01/07/2015",1150000,3,2.5,2100,15120,1,"WF_NO",0,"Co_4_High","8",2100,0,1953,0,98004,476.201,-122.222,3070,16078
"16685",16685,9557300080,"8/22/2014",588000,4,1.75,1930,7245,1,"WF_NO",0,"Co_4_High","8",1510,420,1972,0,98008,476.396,-122.112,1880,7245
"16686",16686,6306100080,"09/09/2014",234950,3,2,1430,10850,1,"WF_NO",0,"Co_3_Med","7",1430,0,1994,0,98001,472.671,-122.233,1610,8015
"16687",16687,5700001100,"10/07/2014",580000,4,1.5,2430,4995,1.5,"WF_NO",0,"Co_4_High","7",1730,700,1928,0,98144,475.782,-122.292,2240,5000
"16688",16688,6187500080,"7/16/2014",637000,5,3,2460,7240,1,"WF_NO",0,"Co_3_Med","9",1840,620,1991,0,98006,475.486,-122.189,2530,7885
"16689",16689,7369600080,"10/30/2014",704000,4,2.25,2490,6973,1,"WF_NO",0,"Co_4_High","8",1490,1000,1953,0,98199,476.516,-122.409,1780,5612
"16690",16690,1623049145,"9/25/2014",210000,2,1,880,9750,1,"WF_NO",0,"Co_5_Top","6",880,0,1938,0,98168,474.885,-122.298,1220,9406
"16691",16691,2877102330,"5/16/2014",772000,4,2.5,2110,3750,2,"WF_NO",0,"Co_3_Med","8",2110,0,2000,0,98117,476.789,-122.363,1700,5000
"16692",16692,546001060,"4/27/2015",763000,4,1.75,1850,4388,2,"WF_NO",0,"Co_5_Top","8",1850,0,1941,0,98117,476.885,-122.381,1410,4107
"16693",16693,2822059091,"2/18/2015",213500,2,1.5,2060,7713,1.5,"WF_NO",0,"Co_4_High","7",2060,0,1930,0,98030,473.722,-122.185,1780,7713
"16694",16694,3971701300,"12/20/2014",255000,2,1,1360,9367,1,"WF_NO",0,"Co_4_High","6",680,680,1924,0,98155,477.689,-122.315,1360,7543
"16695",16695,1732600050,"10/17/2014",423500,3,2,2000,10490,1,"WF_NO",0,"Co_3_Med","8",1430,570,1978,0,98033,476.976,-122.166,1530,7659
"16696",16696,3585900430,"12/22/2014",520000,3,1.5,1810,18483,1,"WF_NO",0,"Co_3_Med","8",1810,0,1954,0,98177,477.617,-122.378,2920,20279
"16697",16697,6791000050,"09/08/2014",550000,3,2.75,2230,14400,1,"WF_NO",0,"Co_4_High","8",1460,770,1977,0,98075,475.791,-122.048,2200,13280
"16698",16698,1818800289,"1/21/2015",795000,3,2.75,1820,7517,1,"WF_NO",0,"Co_3_Med","9",1820,0,1997,0,98116,475.705,-122.406,2540,8035
"16699",16699,2738600080,"8/15/2014",495000,4,3,2740,2811,2,"WF_NO",0,"Co_3_Med","8",2240,500,2003,0,98072,477.738,-122.158,2740,3596
"16700",16700,1310440950,"03/02/2015",455000,4,2.5,2710,6558,2,"WF_NO",0,"Co_3_Med","9",2710,0,1997,0,98058,47.434,-122.109,2710,7635
"16701",16701,1322049150,"03/05/2015",85000,2,1,910,9753,1,"WF_NO",0,"Co_3_Med","5",910,0,1947,0,98032,473.897,-122.236,1160,7405
"16702",16702,7200080,"11/04/2014",239000,4,2,1980,10585,1.5,"WF_NO",0,"Co_2_Med_low","6",1980,0,1924,0,98055,474.836,-122.214,1360,7810
"16703",16703,1788800080,"7/30/2014",184900,3,1,1040,10080,1,"WF_NO",0,"Co_3_Med","6",1040,0,1959,0,98023,47.329,-122.343,1000,8736
"16704",16704,1328320920,"4/21/2015",386000,4,2.25,2810,8560,1,"WF_NO",0,"Co_3_Med","8",1610,1200,1979,0,98058,474.437,-122.124,2400,7600
"16705",16705,7283900185,"06/04/2014",415000,4,2.5,2000,5962,2,"WF_NO",0,"Co_3_Med","8",2000,0,1999,0,98133,477.695,-122.35,1790,10500
"16706",16706,8685500020,"05/12/2015",387000,3,1,1530,6372,1,"WF_NO",0,"Co_3_Med","7",1210,320,1962,0,98118,47.535,-122.289,1960,6426
"16707",16707,1338800425,"03/04/2015",2140000,6,4,5110,7128,2.5,"WF_NO",0,"Co_4_High","11",5110,0,1906,0,98112,476.285,-122.304,4110,6480
"16708",16708,282500010,"01/07/2015",685000,4,2.25,3133,16197,2,"WF_NO",0,"Co_3_Med","9",2533,600,1965,2010,98166,474.255,-122.338,3090,15588
"16709",16709,798000630,"10/31/2014",340000,4,2.5,2020,32710,1,"WF_NO",0,"Co_3_Med","7",1070,950,1941,0,98168,474.969,-122.33,1340,17700
"16710",16710,5583200345,"05/11/2015",422000,2,1,750,4000,1,"WF_NO",0,"Co_4_High","6",750,0,1926,0,98118,475.547,-122.272,1120,5038
"16711",16711,1036100130,"08/08/2014",442000,3,2.5,1980,39932,2,"WF_NO",0,"Co_3_Med","8",1980,0,1994,0,98011,477.433,-122.196,2610,12769
"16712",16712,795002375,"5/27/2014",280000,3,1,1200,6250,1,"WF_NO",0,"Co_3_Med","6",920,280,1943,0,98168,475.095,-122.331,1280,9375
"16713",16713,1245000461,"07/03/2014",1150000,5,2.5,3580,8921,2,"WF_NO",0,"Co_3_Med","9",3580,0,2000,0,98033,47.693,-122.202,2710,9308
"16714",16714,6802200280,"11/10/2014",279000,3,2.5,2010,11618,2,"WF_NO",0,"Co_3_Med","7",2010,0,1990,0,98022,471.956,-121.985,1550,9354
"16715",16715,9521100795,"6/23/2014",569000,4,2,1730,3884,1,"WF_NO",0,"Co_5_Top","7",1060,670,1924,0,98103,476.624,-122.349,1360,3563
"16716",16716,4039800080,"5/29/2014",1360000,5,3.5,5960,13703,2,"WF_NO",2,"Co_3_Med","10",4770,1190,1984,0,98008,476.151,-122.107,2810,17320
"16717",16717,6146600595,"04/10/2015",209950,2,1,860,5080,1,"WF_NO",0,"Co_3_Med","7",860,0,1960,0,98032,47.39,-122.236,1250,6477
"16718",16718,6380500151,"3/17/2015",468000,3,1.5,1370,7697,1,"WF_NO",0,"Co_3_Med","7",1370,0,1939,0,98177,477.153,-122.361,1370,7697
"16719",16719,8643000185,"4/30/2015",237100,3,1.75,1360,9603,1,"WF_NO",0,"Co_3_Med","7",1360,0,1963,0,98198,473.959,-122.309,2240,10605
"16720",16720,7212650950,"07/08/2014",336000,4,2.5,2530,8169,2,"WF_NO",0,"Co_3_Med","8",2530,0,1993,0,98003,472.634,-122.312,2220,8013
"16721",16721,357000005,"12/22/2014",5e+05,4,2,1680,3813,2,"WF_NO",0,"Co_4_High","7",1680,0,1900,0,98144,47.593,-122.293,2540,3996
"16722",16722,5648600010,"4/26/2015",290000,3,2.5,1580,6860,2,"WF_NO",0,"Co_3_Med","7",1580,0,1995,0,98055,474.447,-122.188,1580,7050
"16723",16723,2818600010,"3/14/2015",1190000,7,3.5,3890,8342,2,"WF_NO",4,"Co_3_Med","9",2840,1050,1968,0,98117,477.011,-122.392,2870,8342
"16724",16724,9842300095,"7/25/2014",365000,5,2,1600,4168,1.5,"WF_NO",0,"Co_3_Med","7",1600,0,1927,0,98126,475.297,-122.381,1190,4168
"16725",16725,3977630130,"3/25/2015",146300,3,1,1200,9668,1,"WF_NO",0,"Co_5_Top","6",1200,0,1975,0,98092,473.156,-122.128,1200,9800
"16726",16726,5160300020,"06/09/2014",554000,3,1.75,1760,10780,1,"WF_NO",0,"Co_3_Med","8",1760,0,1977,0,98005,475.938,-122.154,2090,10780
"16727",16727,3754700050,"6/18/2014",424000,3,2,1670,7700,1,"WF_NO",0,"Co_3_Med","7",1170,500,1972,0,98034,47.725,-122.2,1500,7875
"16728",16728,629860010,"4/29/2015",1350000,4,3.5,4640,9827,2,"WF_NO",2,"Co_3_Med","10",3210,1430,2007,0,98027,475.524,-122.078,3810,8207
"16729",16729,446000010,"11/19/2014",508500,4,1.5,1800,6750,1.5,"WF_NO",0,"Co_4_High","7",1800,0,1950,0,98115,476.868,-122.285,1420,5900
"16730",16730,8562000010,"05/01/2015",244500,3,1.75,1210,8864,1,"WF_NO",0,"Co_3_Med","7",1210,0,1985,0,98042,473.639,-122.08,1510,8062
"16731",16731,646910480,"11/20/2014",206000,2,2.5,1280,1566,2,"WF_NO",0,"Co_3_Med","7",1280,0,2005,0,98055,474.336,-122.195,1460,1845
"16732",16732,868000415,"09/05/2014",643500,3,2,1650,7104,2,"WF_NO",0,"Co_3_Med","8",1650,0,1945,1986,98177,477.053,-122.374,1730,7104
"16733",16733,1826049430,"5/20/2014",372500,4,1.75,1590,10523,2,"WF_NO",0,"Co_4_High","7",1590,0,1922,0,98133,477.358,-122.342,1610,8568
"16734",16734,2769600190,"7/15/2014",630000,5,2,1900,5000,1,"WF_NO",2,"Co_3_Med","8",1720,180,1957,0,98107,476.735,-122.362,1770,5000
"16735",16735,3630070280,"07/10/2014",418000,2,2.5,1500,3608,2,"WF_NO",0,"Co_3_Med","8",1500,0,2005,0,98029,475.472,-121.994,2080,2686
"16736",16736,8944460190,"2/25/2015",425000,4,2.5,2689,6688,2,"WF_NO",0,"Co_3_Med","9",2689,0,2006,0,98030,473.803,-122.184,2665,5700
"16737",16737,3630180470,"02/05/2015",8e+05,4,2.75,3250,5500,2,"WF_NO",0,"Co_3_Med","9",3250,0,2007,0,98027,475.398,-121.997,3920,6000
"16738",16738,6099400293,"12/08/2014",208000,2,1,960,13438,1,"WF_NO",0,"Co_3_Med","7",960,0,1951,0,98168,474.745,-122.295,1630,11656
"16739",16739,6791000280,"7/14/2014",476000,3,1.75,1650,9600,1,"WF_NO",0,"Co_4_High","7",1650,0,1977,0,98075,475.779,-122.044,2040,12220
"16740",16740,7796450190,"02/02/2015",277500,3,2.5,1690,5171,2,"WF_NO",0,"Co_3_Med","8",1690,0,2003,0,98023,472.779,-122.347,2550,5025
"16741",16741,2294900010,"8/13/2014",478000,3,1.75,2790,36585,1,"WF_NO",0,"Co_4_High","8",1410,1380,1970,0,98027,474.734,-121.999,1900,45302
"16742",16742,1186000095,"07/08/2014",890000,4,2.75,2310,4020,3,"WF_NO",0,"Co_5_Top","8",2310,0,1979,0,98122,476.154,-122.291,2270,3750
"16743",16743,2770601763,"3/23/2015",450000,3,3.5,1790,1288,3,"WF_NO",0,"Co_3_Med","8",1390,400,2000,0,98199,47.651,-122.384,1560,1426
"16744",16744,3392100050,"6/25/2014",205000,3,1,1230,8750,1,"WF_NO",0,"Co_3_Med","6",1230,0,1965,0,98003,473.266,-122.334,1230,8750
"16745",16745,2878600655,"7/18/2014",665000,3,2,1620,2640,1.5,"WF_NO",0,"Co_5_Top","8",1620,0,1929,0,98115,476.884,-122.322,1470,4080
"16746",16746,3299200080,"10/03/2014",518000,4,2.75,2440,12051,1,"WF_NO",0,"Co_5_Top","8",1440,1000,1966,0,98133,477.456,-122.351,2030,8006
"16747",16747,2564900020,"9/24/2014",465000,4,2.25,2100,7350,2,"WF_NO",0,"Co_3_Med","8",2100,0,1979,0,98033,477.019,-122.171,1780,7350
"16748",16748,2111010080,"6/17/2014",330000,3,2.5,3040,7232,2,"WF_NO",0,"Co_3_Med","7",3040,0,2003,0,98092,473.355,-122.168,2760,6926
"16749",16749,6669080020,"12/26/2014",449400,4,3,2490,5064,2,"WF_NO",0,"Co_3_Med","7",2490,0,2007,0,98056,475.139,-122.189,2470,5064
"16750",16750,8682300010,"02/06/2015",829000,3,2.75,2690,10443,1,"WF_NO",0,"Co_3_Med","9",2690,0,2007,0,98053,477.185,-122.024,1440,4185
"16751",16751,1974200020,"2/20/2015",450000,4,1.75,2190,9752,1,"WF_NO",0,"Co_3_Med","8",2190,0,1964,0,98034,477.108,-122.239,2040,9964
"16752",16752,3211000190,"10/01/2014",310000,3,1.75,1490,9120,1,"WF_NO",0,"Co_5_Top","7",1490,0,1959,0,98059,474.806,-122.163,1340,8040
"16753",16753,6354000050,"09/08/2014",615000,3,2.25,2530,45234,2,"WF_NO",0,"Co_4_High","9",2530,0,1985,0,98072,477.221,-122.12,3110,35617
"16754",16754,625049153,"06/03/2014",605000,3,2,2060,4040,1,"WF_NO",0,"Co_4_High","8",1120,940,1947,0,98103,476.798,-122.352,1500,4000
"16755",16755,5561000190,"05/02/2014",437500,3,2.25,1970,35100,2,"WF_NO",0,"Co_4_High","9",1970,0,1977,0,98027,474.635,-121.991,2340,35100
"16756",16756,4449800595,"9/22/2014",545000,3,1.75,1400,4000,1.5,"WF_NO",0,"Co_4_High","7",1400,0,1925,0,98117,476.902,-122.388,1050,4330
"16757",16757,1115750190,"7/17/2014",770000,3,2.5,3680,35617,1,"WF_NO",0,"Co_3_Med","10",2390,1290,1985,0,98052,477.213,-122.12,3570,35633
"16758",16758,8644300170,"07/03/2014",6e+05,5,2.25,3000,13899,2,"WF_NO",0,"Co_4_High","8",3000,0,1975,0,98052,476.373,-122.105,2270,10763
"16759",16759,9523102660,"5/13/2014",560000,3,1,1440,5000,2,"WF_NO",0,"Co_3_Med","7",1440,0,1910,0,98103,476.741,-122.354,1850,4500
"16760",16760,1630700380,"1/30/2015",1920000,5,5.75,7730,230868,2,"WF_NO",0,"Co_3_Med","12",6660,1070,2004,0,98077,477.615,-122.084,2660,39292
"16761",16761,7588700007,"11/24/2014",457000,3,1,1170,3348,1.5,"WF_NO",0,"Co_4_High","7",1170,0,1924,0,98117,47.687,-122.378,1590,4219
"16762",16762,3501600235,"05/05/2014",585000,2,1,1770,8640,1.5,"WF_NO",0,"Co_3_Med","6",1520,250,1949,0,98117,476.926,-122.363,1060,4804
"16763",16763,9545230280,"05/07/2014",560000,3,2,1860,13374,1,"WF_NO",0,"Co_3_Med","8",1860,0,1985,0,98027,475.397,-122.054,1960,9797
"16764",16764,7905200130,"04/05/2015",345000,2,1,770,3008,1,"WF_NO",0,"Co_4_High","5",770,0,1917,0,98116,475.686,-122.389,1550,4563
"16765",16765,2742100250,"7/20/2014",550000,4,3.5,3820,17745,2,"WF_NO",2,"Co_3_Med","8",2440,1380,1955,0,98108,47.557,-122.295,2520,9640
"16766",16766,5104540500,"6/24/2014",589950,4,2.5,3190,8195,2,"WF_NO",0,"Co_3_Med","10",3190,0,2006,0,98038,473.555,-122.003,3400,7607
"16767",16767,638100073,"06/02/2014",327000,3,1.5,1320,13200,1,"WF_NO",0,"Co_3_Med","7",1320,0,1970,0,98059,475.009,-122.143,1730,13200
"16768",16768,3022039071,"5/30/2014",8e+05,2,2.25,1730,31491,2,"WF_SI",2,"Co_4_High","7",1730,0,1947,1988,98070,47.373,-122.464,1400,12410
"16769",16769,3426079024,"5/21/2014",150000,3,1,1010,25000,1,"WF_NO",0,"Co_3_Med","6",1010,0,1966,0,98014,476.927,-121.901,2020,101494
"16770",16770,2767604254,"06/03/2014",425000,2,2.5,1140,1182,3,"WF_NO",0,"Co_3_Med","8",1140,0,2007,0,98107,476.713,-122.383,1290,1189
"16771",16771,1138010170,"08/01/2014",350000,3,1,860,7030,1,"WF_NO",0,"Co_3_Med","7",860,0,1973,0,98034,477.151,-122.211,1360,7500
"16772",16772,9407100500,"03/11/2015",273000,3,1.75,1540,10545,2,"WF_NO",0,"Co_4_High","6",1540,0,1978,0,98045,474.451,-121.763,1540,10000
"16773",16773,191100250,"3/20/2015",750000,4,2.25,2160,9525,1,"WF_NO",0,"Co_3_Med","8",1080,1080,1961,0,98040,475.651,-122.221,2780,9525
"16774",16774,1557000190,"10/09/2014",240000,3,1.5,1450,9477,1,"WF_NO",0,"Co_4_High","7",1450,0,1963,0,98031,474.215,-122.203,1460,9477
"16775",16775,8732020670,"3/20/2015",4e+05,3,1.75,1830,9620,1,"WF_NO",0,"Co_4_High","8",1830,0,1978,0,98023,473.123,-122.389,1990,8280
"16776",16776,5029450290,"10/03/2014",230000,3,1.5,1630,6625,1,"WF_NO",0,"Co_5_Top","7",980,650,1980,0,98023,47.29,-122.368,1440,7145
"16777",16777,8035600290,"4/13/2015",372000,4,2.5,2500,8215,2,"WF_NO",0,"Co_3_Med","8",2500,0,1990,0,98031,474.124,-122.204,2360,7801
"16778",16778,6450301835,"07/05/2014",459500,3,1.75,1470,4950,1,"WF_NO",0,"Co_3_Med","7",1030,440,1984,0,98133,477.325,-122.337,1100,5250
"16779",16779,6388930420,"08/05/2014",582000,3,2.5,2380,19860,2,"WF_NO",0,"Co_4_High","8",2380,0,1995,0,98056,475.255,-122.173,2450,10220
"16780",16780,2296700470,"11/06/2014",465000,4,2.5,2170,7700,1,"WF_NO",0,"Co_3_Med","7",1420,750,1969,0,98034,477.216,-122.219,1710,7770
"16781",16781,1473120190,"5/30/2014",386000,3,2,2120,7560,1,"WF_NO",0,"Co_3_Med","9",2120,0,1991,0,98058,47.435,-122.16,2660,7700
"16782",16782,11200290,"06/09/2014",546000,3,2.5,1530,3464,2,"WF_NO",0,"Co_3_Med","8",1530,0,1998,0,98007,476.179,-122.141,1530,3446
"16783",16783,5530000050,"10/27/2014",278000,3,1.75,2710,9088,1,"WF_NO",0,"Co_4_High","7",2060,650,1965,0,98001,473.073,-122.272,1690,10454
"16784",16784,7853220670,"9/18/2014",540000,3,2.5,2860,8935,2,"WF_NO",0,"Co_3_Med","8",2860,0,2004,0,98065,475.336,-121.855,2650,6167
"16785",16785,3124089049,"12/08/2014",529000,4,1.75,2800,90169,2,"WF_NO",0,"Co_3_Med","7",2800,0,1934,1985,98065,475.204,-121.829,1600,27194
"16786",16786,868000305,"6/17/2014",554000,4,1,1120,7104,1.5,"WF_NO",0,"Co_3_Med","7",1120,0,1946,0,98177,477.055,-122.372,1370,7104
"16787",16787,1311200380,"8/27/2014",210000,3,1,1730,7210,1,"WF_NO",0,"Co_3_Med","7",1430,300,1963,0,98001,473.404,-122.28,1820,7210
"16788",16788,9197100101,"05/04/2015",225000,2,1,1010,5408,1,"WF_NO",0,"Co_4_High","6",1010,0,1926,0,98032,473.759,-122.238,980,7800
"16789",16789,6646200280,"7/15/2014",561600,4,2.5,2350,6624,2,"WF_NO",0,"Co_3_Med","9",2350,0,1990,0,98074,476.262,-122.045,2590,11240
"16790",16790,7116500920,"5/20/2014",3e+05,6,5.25,2860,5682,2,"WF_NO",0,"Co_3_Med","7",2860,0,1978,0,98002,47.303,-122.221,1390,5956
"16791",16791,1068000255,"8/27/2014",1650000,4,3.5,4285,9567,2,"WF_NO",1,"Co_5_Top","10",3485,800,1946,0,98199,476.434,-122.409,2960,6902
"16792",16792,1240700170,"06/09/2014",1020000,4,3.75,4060,19290,2,"WF_NO",0,"Co_3_Med","10",4060,0,2002,0,98074,476.051,-122.053,4020,13250
"16793",16793,4031000250,"6/26/2014",150000,3,1,1310,9612,1,"WF_NO",0,"Co_3_Med","7",960,350,1962,0,98001,472.958,-122.285,1310,9812
"16794",16794,7625703260,"9/24/2014",400950,2,1.75,2320,6250,1,"WF_NO",0,"Co_3_Med","7",1400,920,1948,0,98136,475.468,-122.386,1420,6250
"16795",16795,8651580660,"1/21/2015",620000,4,2.25,2210,8101,2,"WF_NO",0,"Co_3_Med","9",2210,0,1985,0,98074,476.475,-122.07,2330,8842
"16796",16796,6117500980,"8/18/2014",449000,4,2.75,2090,14141,1.5,"WF_NO",0,"Co_4_High","8",1680,410,1941,0,98166,474.333,-122.347,1990,12920
"16797",16797,9547205380,"7/28/2014",630000,4,2.5,2240,4025,1,"WF_NO",2,"Co_3_Med","7",1250,990,1926,2005,98115,476.818,-122.311,1380,3500
"16798",16798,414100280,"4/14/2015",336000,2,1,1180,7200,1,"WF_NO",0,"Co_4_High","6",1180,0,1949,0,98133,477.475,-122.342,1180,7200
"16799",16799,321059091,"06/05/2014",299950,4,1.75,1560,31299,1,"WF_NO",0,"Co_4_High","7",1560,0,1965,0,98092,473.384,-122.164,2460,44907
"16800",16800,7772000010,"03/09/2015",352500,4,2,1970,7451,1,"WF_NO",0,"Co_3_Med","8",1350,620,1962,0,98133,47.765,-122.335,1980,7510
"16801",16801,7200179,"10/16/2014",150000,2,1,840,12750,1,"WF_NO",0,"Co_3_Med","6",840,0,1925,0,98055,47.484,-122.211,1480,6969
"16802",16802,7200179,"4/24/2015",175000,2,1,840,12750,1,"WF_NO",0,"Co_3_Med","6",840,0,1925,0,98055,47.484,-122.211,1480,6969
"16803",16803,8029500380,"7/31/2014",305000,3,2,1830,10873,1,"WF_NO",0,"Co_3_Med","8",1830,0,1989,0,98023,473.066,-122.394,2490,8976
"16804",16804,825059178,"9/23/2014",2570000,4,3.75,4475,20424,2,"WF_SI",4,"Co_3_Med","12",2659,1816,1999,0,98033,476.646,-122.208,4340,5250
"16805",16805,6021502750,"7/15/2014",607500,3,1.5,1800,4700,1,"WF_NO",0,"Co_3_Med","7",1200,600,1941,0,98117,476.858,-122.385,1580,4700
