"X.2","X.1","X","Y","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","cluster","hclust","Cluster_final","target"
15751,15751,-15.8584503141033,12.2071259501827,4219401236,"5/20/2014",1690000,3,1.75,3400,8965,1,0,2,5,9,1820,1580,1957,0,98105,47.6569,-122.273,3200,8500,1,6,"med","1"
15752,15752,8.51469685780528,-10.1959740733867,1622069127,"11/18/2014",525000,5,3.25,3960,321908,2,0,0,4,9,2690,1270,1989,0,98038,47.3984,-122.055,2360,96703,3,5,"low","0"
15753,15753,-15.7757432195218,-6.77571030553238,2644300005,"4/12/2015",407500,4,2.5,1900,9075,2,0,0,3,7,1900,0,1988,0,98133,47.7776,-122.352,1800,8460,3,7,"med","0"
15755,15755,-0.720266765443059,-15.6122310890382,3625500130,"5/30/2014",1260000,4,2.5,3150,13700,2,0,0,4,9,3150,0,1966,0,98040,47.5309,-122.224,3200,11900,3,8,"top","1"
15756,15756,-0.495886382604688,22.1371642252057,6819100380,"8/30/2014",642000,3,1,1040,4480,1,0,0,3,7,870,170,1924,0,98109,47.6461,-122.356,1730,4200,1,1,"low","0"
15757,15757,1.38023815891704,-1.96394370979983,8562600500,"1/9/2015",520000,3,1.75,1540,7558,1,0,0,3,8,1540,0,1964,0,98052,47.6707,-122.156,1540,7863,1,3,"med","0"
15760,15760,11.8668021903354,8.98634839306356,2624089026,"10/2/2014",275000,4,1,1430,27153,1.5,0,0,4,5,1430,0,1934,0,98065,47.5372,-121.744,1880,27153,2,9,"low","0"
15762,15762,-6.76675844545773,-14.4055787147675,425069136,"4/10/2015",894400,3,2.5,3100,45738,2,0,0,3,10,3100,0,1991,0,98053,47.6854,-122.048,3340,45738,3,8,"top","1"
15763,15763,15.6853556846663,6.34095731623647,5528600050,"2/11/2015",546000,2,1,1200,12856,1,0,0,4,6,1200,0,1948,0,98027,47.5321,-122.034,1740,6098,2,9,"low","0"
15764,15764,-1.93659591117078,-4.6175488931465,8682290660,"11/26/2014",699950,2,2.5,2390,7489,1,0,0,3,8,2390,0,2007,0,98053,47.7243,-122.032,2170,7489,3,3,"med","1"
15765,15765,6.97089510629789,4.2341194565627,1839920050,"4/14/2015",435000,3,2,1270,10713,1,0,0,4,7,1270,0,1969,0,98034,47.7247,-122.181,1620,8250,2,3,"med","0"
15766,15766,18.7260122410769,5.46264711127254,6624010010,"5/6/2015",259500,4,1.5,1300,7200,1,0,0,4,7,1300,0,1970,0,98031,47.4179,-122.181,1420,7200,2,9,"low","0"
15767,15767,9.88887413201375,-22.5409791174881,9406590010,"10/29/2014",359950,4,3.25,2290,4785,2,0,0,3,9,2290,0,2007,0,98038,47.3833,-122.037,2290,4785,3,5,"low","0"
15768,15768,-28.2910163708574,6.66750059717688,3575305362,"12/15/2014",517000,3,1.75,1740,10000,1,0,0,3,7,1740,0,1976,2009,98074,47.617,-122.058,1350,7500,2,2,"top","0"
15770,15770,0.443404102221597,0.0991000840396467,7199000290,"9/5/2014",525000,4,2,2420,10735,1.5,0,0,3,7,2420,0,1967,0,98052,47.6899,-122.122,1570,9540,3,3,"med","0"
15777,15777,19.7401713430615,-0.333705796752557,1311800130,"1/23/2015",162500,3,1.5,1390,7417,1,0,0,3,7,1390,0,1967,0,98001,47.3369,-122.275,1390,7665,2,9,"low","0"
15778,15778,-1.66370531506986,-6.68939060444173,9542890010,"11/13/2014",4e+05,2,2.5,1340,1240,2,0,0,3,8,1150,190,2008,0,98052,47.6858,-122.102,1280,1312,3,8,"top","0"
15779,15779,3.97817540447367,4.61339978180649,4027700795,"3/18/2015",268300,3,1,1190,9000,1,0,0,3,7,1190,0,1968,0,98028,47.77,-122.264,1960,7200,1,3,"med","0"
15780,15780,-23.1957606447992,9.41338935749427,7013200280,"7/2/2014",989000,6,4.5,3830,4800,3,0,0,3,9,3050,780,1919,2004,98119,47.6404,-122.361,1990,4800,1,2,"top","1"
15782,15782,9.23673180305288,-19.7179458176553,6147650280,"3/25/2015",315000,4,2.5,3130,5999,2,0,0,3,7,3130,0,2006,0,98042,47.3837,-122.099,3020,5997,3,5,"low","0"
15783,15783,3.22864450330713,2.10621371613642,3574800010,"4/28/2015",485000,4,2.75,1830,8384,1,0,0,3,7,1320,510,1979,0,98034,47.733,-122.22,2190,7695,2,3,"med","0"
15784,15784,26.0132481593841,-1.82832048662305,8731981640,"12/4/2014",277500,4,2.5,2550,7500,1,0,0,3,8,1750,800,1976,0,98023,47.3165,-122.386,2260,8800,2,9,"low","0"
15785,15785,-8.04710182166946,-17.3093215541945,1525069134,"3/12/2015",1300000,4,3.5,3790,90169,2,0,0,3,11,3790,0,1998,0,98053,47.6587,-122.022,3410,46951,3,8,"top","1"
15787,15787,-0.293929535417783,13.4423382618852,751000080,"11/17/2014",426000,2,1,1630,7680,1,0,0,3,7,830,800,1947,0,98125,47.7092,-122.291,1250,7740,1,1,"low","0"
15788,15788,-1.88288821758642,13.0489454274312,2044500213,"6/17/2014",310000,4,2,1870,6000,1.5,0,0,3,7,1870,0,1956,0,98125,47.7155,-122.315,1520,7169,1,1,"low","0"
15789,15789,-2.12895027178055,13.3599518745731,2044500213,"1/26/2015",449000,4,2,1870,6000,1.5,0,0,3,7,1870,0,1956,0,98125,47.7155,-122.315,1520,7169,1,1,"low","0"
15791,15791,-15.450822635257,11.1018289835804,7363600185,"3/30/2015",1190000,3,2.25,2860,10625,1,0,4,3,10,1920,940,1976,0,98115,47.6915,-122.273,2860,8075,1,6,"med","1"
15792,15792,2.35761159645194,-12.3135182133,3904901300,"4/14/2015",468000,3,2.25,1470,5597,2,0,0,3,7,1470,0,1985,0,98029,47.5674,-122.019,1610,5217,3,8,"top","0"
15794,15794,10.873448209765,-16.9523555263456,4123830480,"6/10/2014",392000,4,2.75,1940,6555,2,0,0,3,8,1940,0,1990,0,98038,47.3701,-122.041,1840,6912,3,5,"low","0"
15795,15795,1.84419973752915,-0.897340357469753,9477000280,"8/7/2014",412500,4,2.25,1630,7969,1,0,0,3,7,1100,530,1977,0,98034,47.7336,-122.19,1580,7440,1,3,"med","0"
15796,15796,-1.95110449778534,-21.3584384530085,8567450080,"3/25/2015",545000,4,2.5,2755,11612,2,0,0,3,8,2755,0,2001,0,98019,47.7394,-121.965,2820,12831,3,4,"med","0"
15797,15797,-2.28428922916421,24.515459443878,7129304540,"12/20/2014",133000,5,2,1430,5600,1.5,0,0,3,6,1430,0,1947,0,98118,47.5192,-122.266,1860,5980,1,1,"low","0"
15798,15798,-2.19250858987812,24.4073767505579,7129304540,"5/14/2015",440000,5,2,1430,5600,1.5,0,0,3,6,1430,0,1947,0,98118,47.5192,-122.266,1860,5980,1,1,"low","0"
15799,15799,-0.765019565941282,12.2946664717986,2250000010,"12/5/2014",294450,4,2.25,1400,7341,1,0,0,3,7,1300,100,1961,0,98155,47.7565,-122.305,2090,7410,1,6,"med","0"
15800,15800,15.5420149258934,-18.0141114995569,5162100660,"8/26/2014",335000,4,2.5,2520,7205,2,0,0,3,8,2520,0,1987,0,98003,47.343,-122.316,2350,7632,3,5,"low","0"
15802,15802,3.59269599294451,5.48890632576784,2129700525,"10/28/2014",322000,3,1.75,1400,18002,1,0,0,3,6,1400,0,1977,0,98019,47.725,-121.967,2240,14068,2,3,"med","0"
15803,15803,4.71955870169113,15.3409560389771,4337000275,"3/17/2015",230500,2,1,740,8853,1,0,0,3,6,740,0,1943,0,98166,47.4793,-122.336,850,8775,1,1,"low","0"
15805,15805,14.5650288890837,-21.2416516428874,8699100321,"6/11/2014",292000,4,2.75,2414,7693,2,0,0,3,8,2414,0,2006,0,98002,47.3046,-122.222,1500,7177,3,5,"low","0"
15807,15807,-16.1977216553123,14.6208976727261,1193000480,"7/24/2014",784000,4,2.75,3540,7091,1.5,0,1,4,8,1970,1570,1947,0,98199,47.6467,-122.394,2200,6000,1,6,"med","1"
15808,15808,2.06436165323005,2.83809833963789,1234000630,"10/2/2014",525000,4,2.75,2530,11549,1,0,0,3,7,1700,830,1942,0,98033,47.6557,-122.197,2530,10000,2,3,"med","0"
15809,15809,4.33757025795574,-22.2175850378848,8562750250,"7/4/2014",6e+05,3,2.5,2320,7609,2,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.069,2590,4000,3,4,"med","0"
15810,15810,9.22726754458959,-17.8171350642254,5088500170,"10/27/2014",435000,3,2.5,2530,16102,2,0,0,3,9,2530,0,1989,0,98038,47.371,-122.055,2370,14957,3,5,"low","0"
15811,15811,14.5556487921766,2.24331949653851,1061500630,"2/5/2015",359900,5,2.75,2790,7600,1.5,0,0,4,7,2790,0,1965,0,98056,47.4999,-122.165,1480,7600,2,9,"low","0"
15812,15812,-17.9632937482944,5.46086646052466,8073000491,"12/11/2014",7e+05,4,1.75,1950,7139,1,1,4,3,7,1150,800,1957,0,98178,47.5121,-122.248,1600,13122,1,2,"top","1"
15813,15813,-19.1090617770289,-4.32711374064543,3277801448,"3/12/2015",280000,3,2,1020,889,2,0,0,3,7,720,300,2009,0,98126,47.5434,-122.375,1130,972,3,7,"med","0"
15814,15814,5.61409854633498,-14.5118650726224,1656600280,"10/2/2014",655000,4,2.5,3110,24466,2,0,0,3,9,3110,0,1997,0,98059,47.4898,-122.127,3080,22185,3,5,"low","1"
15815,15815,-9.52131395909103,-24.1724795403543,4139420190,"5/12/2015",2480000,4,5,5310,16909,1,0,4,3,12,3090,2220,1992,0,98006,47.5515,-122.113,5220,15701,3,8,"top","1"
15818,15818,-1.66118011277225,-25.9585253052363,8001470480,"3/6/2015",970000,4,2.75,3980,9209,2,0,0,3,11,3980,0,2002,0,98074,47.6286,-122.064,3800,9333,3,4,"med","1"
15819,15819,13.5355873510957,-0.142236030182067,2597670470,"8/13/2014",330000,4,2.5,2080,7000,1,0,0,4,8,1400,680,1989,0,98058,47.4252,-122.163,2090,7082,2,9,"low","0"
15821,15821,9.47087105426889,2.11372927409583,4039700080,"3/17/2015",670000,4,1.75,1930,9310,1,0,0,4,9,1930,0,1968,0,98008,47.6158,-122.108,2110,10290,2,3,"med","1"
15823,15823,-10.6227347631926,-22.6056537248331,2597450250,"7/30/2014",1160000,4,2.5,3860,10361,2,0,2,4,10,2940,920,1985,0,98006,47.5517,-122.147,3720,13155,3,8,"top","1"
15824,15824,7.30038162960586,-14.4151359520626,2472920680,"1/12/2015",440000,4,2.5,2880,8061,2,0,0,3,9,2880,0,1988,0,98058,47.439,-122.152,2650,7660,3,5,"low","0"
15825,15825,0.465790309250116,-20.6785435539114,7436300170,"7/28/2014",411000,2,2.5,1590,2088,2,0,0,3,9,1590,0,1997,0,98033,47.6897,-122.175,2320,3174,3,4,"med","0"
15828,15828,-12.1601254358152,-4.77302249233991,1377800277,"12/15/2014",696000,6,3.25,2900,6400,2,0,0,4,8,2300,600,1977,0,98199,47.6464,-122.401,2480,6400,3,7,"med","1"
15829,15829,-4.3919912904495,11.8061213392774,3862400050,"5/6/2014",465000,3,2.25,1970,11088,1,0,0,4,8,1180,790,1967,0,98155,47.7651,-122.277,1970,10470,1,1,"low","0"
15832,15832,16.7758180920752,-2.34847508046921,1137600190,"4/30/2015",255000,3,2,1290,13282,1,0,0,3,7,1290,0,1978,0,98030,47.3787,-122.169,1290,12357,2,9,"low","0"
15833,15833,-2.89443945733688,20.2265437364274,1566100130,"8/20/2014",319000,2,1,780,8271,1,0,0,4,6,780,0,1924,0,98115,47.7,-122.3,2220,8271,1,1,"low","0"
15837,15837,21.3405887210649,1.98630032747582,3751602249,"3/5/2015",205000,4,1,1340,7920,1,0,0,4,7,1340,0,1970,0,98001,47.2845,-122.267,1090,9600,2,9,"low","0"
15838,15838,3.39515812490107,21.3883562431682,7889600190,"1/13/2015",229000,3,1,1590,6240,1,0,0,3,7,1060,530,1956,0,98146,47.4936,-122.337,1410,6240,1,1,"low","0"
15839,15839,-2.00676517630798,11.0042412739104,217700050,"10/30/2014",395000,3,2.25,1780,9672,1,0,0,3,8,1350,430,1960,0,98133,47.7774,-122.35,1860,10080,1,6,"med","0"
15840,15840,23.9703398601253,1.66732618163217,7943000020,"3/26/2015",183000,2,1,760,7272,1,0,0,4,7,760,0,1980,0,98003,47.3205,-122.33,1370,7866,2,9,"low","0"
15841,15841,3.17707395325784,-2.41832902107935,7199310290,"9/5/2014",583500,3,1.75,1720,7800,1,0,0,4,7,1170,550,1978,0,98052,47.6928,-122.125,1760,7276,2,3,"med","0"
15845,15845,-0.895476267873901,14.8442393768384,3300701365,"5/28/2014",510250,3,1.75,1400,4000,1,0,0,3,7,870,530,1951,0,98117,47.6913,-122.381,1400,4000,1,1,"low","0"
15846,15846,-9.26576120522135,13.5381320812316,871000170,"12/2/2014",535000,2,2,1370,3827,1,0,0,3,7,1020,350,1952,0,98199,47.652,-122.404,1550,5102,1,1,"low","0"
15847,15847,11.438810161576,-21.5957325772492,9407150250,"9/24/2014",280000,3,2.5,1600,7936,2,0,0,3,7,1600,0,1996,0,98038,47.3673,-122.017,1830,7936,3,5,"low","0"
15848,15848,16.6226908022502,9.21053724101826,7789000235,"4/9/2015",286000,3,1,950,8400,1,0,0,3,7,950,0,1958,0,98056,47.5104,-122.166,1250,8400,1,9,"low","0"
15850,15850,-3.61508465989554,19.1614789797031,5100401315,"7/9/2014",395000,2,1,930,6380,1,0,0,4,7,930,0,1940,0,98115,47.6915,-122.321,1180,6380,1,1,"low","0"
15851,15851,-1.80748098006347,14.8910445561544,2634500005,"9/8/2014",237500,2,1,810,8494,1,0,0,3,6,810,0,1949,0,98155,47.7389,-122.324,1050,7975,1,1,"low","0"
15852,15852,0.529522133626138,27.078837825933,6332000050,"1/21/2015",464000,3,2,1630,6550,1,0,0,5,7,850,780,1912,0,98126,47.5452,-122.379,1440,6550,1,1,"low","0"
15854,15854,0.960499910052866,23.8718427023908,7950304095,"2/17/2015",257500,1,1,710,6060,1,0,0,4,6,710,0,1916,0,98118,47.5621,-122.283,1440,4545,1,1,"low","0"
15855,15855,27.188819523424,-5.9768677926399,587550010,"1/16/2015",570000,4,3.5,3990,23544,1,0,2,3,10,2300,1690,1999,0,98023,47.3245,-122.38,3410,15932,3,9,"low","0"
15856,15856,8.17703448683619,-12.7817675496114,1402630190,"11/11/2014",362000,3,2.5,2310,7485,2,0,0,3,8,2310,0,1986,0,98058,47.439,-122.135,2310,8142,3,5,"low","0"
15857,15857,-4.90071541820371,20.672665575084,2402100895,"6/25/2014",640000,33,1.75,1620,6000,1,0,0,5,7,1040,580,1947,0,98103,47.6878,-122.331,1330,4700,1,1,"low","0"
15858,15858,20.84445295752,-0.42811540700283,3750604417,"5/26/2014",172500,3,1,1140,8800,1,0,0,3,7,1140,0,1972,0,98001,47.2629,-122.275,1270,13560,2,9,"low","0"
15859,15859,-24.652678564748,11.8377650284226,9547202890,"1/20/2015",596000,2,1,1040,4880,1,0,0,3,7,1040,0,1910,1975,98115,47.6809,-122.311,1500,4590,1,2,"top","0"
15860,15860,10.3298337087569,-0.458911003330596,2600110250,"4/30/2015",840000,4,2.5,2170,9796,1,0,0,4,8,1650,520,1980,0,98006,47.5505,-122.152,2350,9796,2,3,"med","1"
15861,15861,-18.4059840290794,3.88945996532959,7403200050,"11/13/2014",1600000,3,2.25,3370,23065,1,1,4,3,10,1920,1450,1980,0,98028,47.7434,-122.263,3410,19688,1,2,"top","1"
15862,15862,-23.7665205335373,-12.2746271272714,9528104360,"9/12/2014",435000,2,1.5,901,1245,3,0,0,3,7,901,0,2001,0,98115,47.6774,-122.325,1138,1137,1,7,"med","0"
15863,15863,-1.22434048799699,14.835847342537,2634500050,"9/10/2014",251000,2,1,840,7870,1,0,0,3,6,840,0,1949,0,98155,47.7389,-122.326,1442,8131,1,1,"low","0"
15864,15864,14.4637368226513,5.66529139544802,268500020,"11/6/2014",282500,4,1,1650,9750,1,0,0,4,7,1650,0,1964,0,98059,47.4991,-122.164,1650,10112,2,9,"low","0"
15865,15865,16.8470137050268,1.71773366480246,1796361100,"10/17/2014",265000,3,2.25,1380,7226,1,0,0,4,7,1140,240,1987,0,98042,47.3677,-122.091,1640,7823,2,9,"low","0"
15866,15866,3.13064617028126,-1.93241202107063,8807300130,"12/17/2014",330000,3,1,910,10240,1,0,0,4,6,910,0,1969,0,98053,47.6729,-122.064,1140,10720,2,3,"med","0"
15870,15870,2.33314855590329,-11.8465623572203,2549000020,"3/24/2015",4e+05,3,2.5,1950,18533,2,0,0,3,8,1950,0,1988,0,98024,47.5647,-121.903,1810,18401,3,8,"top","0"
15871,15871,13.397534411811,-15.7946835184061,4137040250,"10/21/2014",300499,4,2.5,2150,7944,2,0,0,3,8,2150,0,1990,0,98092,47.259,-122.215,2170,8319,3,5,"low","0"
15873,15873,-3.68785486885895,20.5208120650515,2306400010,"10/17/2014",5e+05,2,1,1120,3220,1,0,0,4,7,1120,0,1923,0,98103,47.6588,-122.344,1440,3220,1,1,"low","0"
15874,15874,-28.1368316730061,5.15552375867565,8861000095,"9/30/2014",865000,3,1.5,1790,7526,1,0,0,3,7,1790,0,1953,2014,98004,47.6387,-122.207,2080,10943,1,2,"top","1"
15875,15875,-3.98030075391146,-18.3277478379976,3754500010,"6/16/2014",899950,4,3.5,3290,5414,2,0,1,3,9,2360,930,2006,0,98034,47.7074,-122.219,1820,9609,3,8,"top","1"
15877,15877,-7.0299462630246,-16.2721118326932,1525069088,"5/4/2015",442500,5,3.25,4240,226097,2,0,0,3,8,3410,830,1980,0,98053,47.6472,-122.017,2980,217800,3,8,"top","0"
15878,15878,19.6597939992478,9.6474592984449,9474700020,"5/3/2014",310000,3,1,1010,9945,1,0,0,4,6,1010,0,1973,0,98065,47.5324,-121.763,1390,12710,2,9,"low","0"
15879,15879,-26.2489935489375,5.38414405395713,4389200876,"7/1/2014",1570000,4,2.75,2970,12750,1.5,0,1,4,7,2130,840,1918,1986,98004,47.6135,-122.213,1980,15300,2,2,"top","1"
15881,15881,-2.85548247768854,16.9670491842185,6668900010,"11/17/2014",254950,2,1,700,8100,1,0,0,3,6,700,0,1949,0,98155,47.7492,-122.311,1230,8100,1,1,"low","0"
15883,15883,-4.06859412038813,-8.61472581662326,2131701410,"4/27/2015",299950,3,2.25,1370,5000,2,0,0,3,7,1370,0,1990,0,98019,47.7372,-121.981,1600,7724,3,8,"top","0"
15885,15885,-2.86425910603995,22.4270360401826,6300500275,"8/7/2014",350000,3,1,1390,4820,1,0,0,4,7,910,480,1926,0,98133,47.704,-122.343,1320,4820,1,1,"low","0"
15887,15887,-16.3196384952966,15.3819594177349,1193000280,"5/27/2014",994000,3,2.25,2510,6339,1.5,0,2,5,8,1810,700,1932,0,98199,47.6496,-122.391,1820,5741,1,6,"med","1"
15888,15888,-5.07079268979016,15.1199452444682,8022900005,"11/19/2014",315000,3,1.5,1700,8067,1,0,0,3,7,1250,450,1956,0,98155,47.7384,-122.324,1340,7869,1,1,"low","0"
15889,15889,7.14211745272529,2.52959353038096,1774000050,"5/7/2014",480500,4,2.5,2180,11200,1,0,0,4,8,2180,0,1968,0,98072,47.7476,-122.086,1790,11200,2,3,"med","0"
15890,15890,-6.76920133741519,22.2311156548418,1725800280,"6/16/2014",373000,3,1,1770,5720,1.5,0,0,4,7,1140,630,1926,0,98126,47.5546,-122.377,1500,4406,1,1,"low","0"
15892,15892,-15.5574487210141,-1.88605949465808,1180008370,"9/25/2014",415000,4,3.5,3040,7125,2,0,1,3,8,2240,800,2002,0,98178,47.492,-122.225,2220,7800,3,7,"med","0"
15894,15894,8.00410852473004,6.27357251272043,3575302880,"11/10/2014",339300,3,2,970,10000,1,0,0,5,7,970,0,1972,0,98074,47.6205,-122.063,1230,7500,2,3,"med","0"
15895,15895,-5.62586288571623,17.2882732172901,6671900095,"5/27/2014",313000,3,1.75,1320,6205,1,0,0,5,7,1320,0,1948,0,98133,47.7412,-122.343,1210,6205,1,1,"low","0"
15897,15897,-6.04876031313218,17.8348757333418,4310701330,"3/9/2015",415000,3,1.5,1220,835,1.5,0,0,4,6,1220,0,1950,0,98103,47.6981,-122.341,1360,1251,1,1,"low","0"
15899,15899,-9.9484658623729,-16.3452049910441,98000130,"3/24/2015",1430000,4,5,4630,24054,2,0,3,3,11,4630,0,2005,0,98075,47.587,-121.966,4630,17584,3,8,"top","1"
15900,15900,22.4098387964031,2.73921820708789,6829900080,"3/30/2015",275000,3,1.5,1400,9750,1,0,0,4,6,1400,0,1964,0,98030,47.3768,-122.17,1160,9750,2,9,"low","0"
15903,15903,-3.35723390622738,26.8765167285341,9550200470,"10/1/2014",690000,4,1.5,1970,4590,2.5,0,0,3,7,1970,0,1909,0,98103,47.666,-122.332,1900,4590,1,1,"low","1"
15904,15904,-24.7637432217193,10.3196892633262,6111400020,"3/30/2015",410000,4,2,2010,9474,2,0,0,3,7,2010,0,1953,2003,98166,47.4234,-122.342,2140,10164,1,2,"top","0"
15907,15907,6.37082433208729,15.4507086368467,4438400050,"7/14/2014",239000,2,1,710,14000,1,0,0,4,6,710,0,1953,0,98166,47.4379,-122.337,1500,10540,1,1,"low","0"
15908,15908,2.59401487422104,21.5476300950027,7831800460,"5/2/2014",235000,2,1,1210,9400,1,0,0,2,6,1210,0,1949,0,98106,47.5342,-122.36,1580,6026,1,1,"low","0"
15909,15909,-2.3135583450953,-13.2075264925166,2425069069,"5/27/2014",587000,3,2.25,2370,217800,2,0,0,3,7,2370,0,1979,0,98053,47.6364,-121.984,3100,86248,3,8,"top","0"
15910,15910,6.98230557070283,-21.6615869521717,8029550020,"7/1/2014",431000,4,2.5,2300,6087,2,0,0,3,7,2300,0,2001,0,98056,47.5125,-122.192,1770,5907,3,4,"med","0"
15911,15911,-11.9422607321564,26.1554299813934,7533800170,"7/7/2014",1640000,3,2.5,3110,6765,2,0,1,4,9,2550,560,1946,0,98115,47.6886,-122.276,2630,7626,3,1,"low","1"
15913,15913,10.4639592766395,-1.53875527997423,2600130020,"11/6/2014",778000,3,3,2630,10156,1,0,0,4,9,2630,0,1987,0,98006,47.5481,-122.156,2660,10455,2,3,"med","1"
15914,15914,9.7844736086924,3.1503082747685,4037700285,"7/31/2014",415000,3,1,1300,7975,1,0,0,4,7,1300,0,1958,0,98008,47.611,-122.122,1570,9075,2,3,"med","0"
15916,15916,8.84262283144833,-3.64104676110334,5453700020,"8/25/2014",910000,3,2.25,2180,9865,1,0,0,4,8,1660,520,1966,0,98040,47.5358,-122.235,2600,10034,2,3,"med","1"
15917,15917,-2.05571748904523,-16.5887741164901,4139400630,"5/29/2014",860000,3,2.5,2770,9136,2,0,0,3,10,2770,0,1991,0,98006,47.5605,-122.115,2890,8442,3,8,"top","1"
15918,15918,-23.4423252014554,10.258167097312,9550201495,"10/3/2014",765000,3,1.75,2120,5000,2,0,0,3,7,1980,140,1920,2010,98103,47.6666,-122.331,2020,5000,1,2,"top","1"
15919,15919,1.82967064398841,-19.3611216435389,9808610190,"5/9/2014",782000,4,2.5,2830,20345,2,0,0,3,10,1980,850,1979,0,98004,47.6462,-122.191,2830,13732,3,4,"med","1"
15920,15920,-17.4178698125458,-10.2486126557813,7443000514,"3/10/2015",525000,3,3.5,1370,1764,2,0,0,3,8,1180,190,2000,0,98119,47.6511,-122.368,1400,1398,3,7,"med","0"
15921,15921,5.71172853360067,-12.6756070426801,1823099056,"12/22/2014",745000,3,2.5,2810,435600,2,0,0,3,9,2810,0,1995,0,98045,47.4816,-121.701,2380,92007,3,5,"low","1"
15925,15925,-3.32272550990197,12.7770524008744,1124000010,"7/11/2014",5e+05,3,1.5,1320,8100,1,0,0,4,7,1320,0,1951,0,98177,47.7194,-122.371,1480,8100,1,1,"low","0"
15926,15926,14.4377655969117,5.60546816000643,428000225,"6/20/2014",237000,3,1,1300,8160,1,0,0,4,7,1300,0,1960,0,98056,47.511,-122.172,1290,8970,2,9,"low","0"
15928,15928,-5.47294545466765,8.08222506277854,2423039134,"3/24/2015",387500,4,1.75,2400,9900,1,0,0,3,7,1250,1150,1957,0,98166,47.4631,-122.362,1960,9900,1,6,"med","0"
15929,15929,-1.27923113832135,11.536873610603,2726049150,"7/17/2014",392500,4,2,1950,8040,1,0,0,3,7,1950,0,1961,0,98125,47.7074,-122.29,1950,8092,1,6,"med","0"
15931,15931,-27.7545577568402,4.96678193396409,7856600170,"9/24/2014",981000,4,2.5,2110,10100,1,0,2,3,8,2110,0,1968,2005,98006,47.567,-122.151,2230,10100,3,2,"top","1"
15933,15933,16.3058733841471,-19.7692899629961,7696630170,"6/5/2014",276000,4,2.5,2068,7242,2,0,0,4,7,2068,0,1976,0,98001,47.3318,-122.281,1560,7524,2,5,"low","0"
15936,15936,4.52291286683591,15.1631398502607,3223049073,"4/13/2015",235000,2,1,930,10505,1,0,0,3,6,930,0,1930,0,98148,47.4337,-122.329,1520,8881,1,1,"low","0"
15937,15937,-5.12005916964104,15.7384894648439,7300700050,"2/19/2015",325000,3,1,1300,8879,1,0,0,3,7,920,380,1950,0,98155,47.7465,-122.326,1530,6960,1,1,"low","0"
15938,15938,4.3813904851601,22.7554808329854,9900000190,"10/30/2014",268950,3,1,1320,8100,1,0,0,3,6,880,440,1943,0,98166,47.4697,-122.351,1000,8100,1,1,"low","0"
15939,15939,20.4509516362653,-0.999614223219185,3751600635,"11/10/2014",264500,3,1.5,1580,14040,1,0,0,3,7,1050,530,1980,0,98001,47.2932,-122.267,2240,12000,2,9,"low","0"
15940,15940,15.0294390082799,-19.7284715822704,7575600430,"11/10/2014",240000,3,2.5,1620,5250,2,0,0,3,8,1620,0,1987,0,98003,47.3538,-122.301,1650,5250,3,5,"low","0"
15945,15945,5.37805750273697,-17.9307671069743,5226500250,"10/15/2014",478000,4,2.5,2780,7290,2,0,0,3,8,2780,0,1989,0,98059,47.509,-122.157,2450,7738,3,5,"low","0"
15946,15946,-0.182171179934683,14.4402009945115,1787600294,"2/5/2015",222000,2,1,830,6893,1,0,0,3,7,830,0,1950,0,98125,47.7234,-122.328,1470,7200,1,1,"low","0"
15947,15947,6.12243525534424,-19.6944281168439,6388930170,"4/8/2015",635000,4,2.5,2070,11286,2,0,0,3,8,2070,0,1996,0,98056,47.5284,-122.173,2440,10826,3,5,"low","0"
15948,15948,-18.7928875337063,-6.18323115510801,2767704332,"9/30/2014",469000,3,3.25,1390,1278,2,0,0,3,8,1140,250,2005,0,98107,47.6735,-122.375,1390,1256,3,7,"med","0"
15950,15950,5.0195343353633,23.1267584724931,8151601190,"12/3/2014",180000,5,1,1460,11726,1.5,0,0,3,6,1290,170,1936,0,98146,47.5039,-122.361,1460,10450,1,1,"low","0"
15952,15952,-1.05759939120701,19.4813134949699,3797001900,"9/22/2014",360000,3,1.5,1360,6000,1,0,0,3,6,860,500,1911,0,98103,47.6846,-122.345,1560,3000,1,1,"low","0"
15955,15955,11.9436479963465,-11.1712335685416,2310000440,"10/27/2014",279950,3,2.25,1340,7202,2,0,0,4,7,1340,0,1989,0,98038,47.3563,-122.039,1470,7395,2,5,"low","0"
15956,15956,-2.77898379233873,16.7782515705849,6414600321,"6/11/2014",317000,3,1,1160,8813,1,0,0,3,7,1160,0,1952,0,98125,47.7257,-122.329,1200,7615,1,1,"low","0"
15957,15957,1.80133760360047,-2.84433048557022,7199320190,"10/16/2014",618000,4,2.25,2470,7350,1,0,0,3,7,1600,870,1978,0,98052,47.6936,-122.128,1970,7700,1,3,"med","0"
15959,15959,-3.07205165822008,17.3442418776261,9553200052,"5/6/2014",345000,3,1,1110,6250,1,0,0,3,7,1110,0,1956,0,98115,47.6977,-122.292,2010,6944,1,1,"low","0"
